sale_id,order_id,order_date,order_year,order_quarter,month_name,customer_name,region,segment,sku,product_name,category,unit_cost,quantity,unit_price,discount_pct,line_revenue,line_margin
1076,ORD-000413,2025-10-23,2025,4,October,Customer 025,West,Consumer,SKU-0026,Product 26,Furniture,18.92,5,27.41,0.15,116.49,21.89
1077,ORD-000413,2025-10-23,2025,4,October,Customer 025,West,Consumer,SKU-0018,Product 18,Furniture,98.84,5,156.52,0.0,782.6,288.4
1078,ORD-000414,2024-07-05,2024,3,July,Customer 009,Central,SMB,SKU-0004,Product 4,Electronics,23.19,8,41.71,0.0,333.68,148.16
1079,ORD-000414,2024-07-05,2024,3,July,Customer 009,Central,SMB,SKU-0023,Product 23,Accessories,86.99,10,144.98,0.0,1449.8,579.9
1080,ORD-000414,2024-07-05,2024,3,July,Customer 009,Central,SMB,SKU-0001,Product 1,Office,87.88,3,105.64,0.1,285.23,21.59
1081,ORD-000415,2024-01-23,2024,1,January,Customer 012,West,SMB,SKU-0010,Product 10,Furniture,22.58,5,28.93,0.05,137.42,24.52
1082,ORD-000416,2024-01-09,2024,1,January,Customer 015,West,Enterprise,SKU-0005,Product 5,Office,114.69,1,191.33,0.0,191.33,76.64
1083,ORD-000417,2025-03-06,2025,1,March,Customer 020,Central,SMB,SKU-0012,Product 12,Accessories,73.88,8,139.03,0.0,1112.24,521.2
1084,ORD-000417,2025-03-06,2025,1,March,Customer 020,Central,SMB,SKU-0011,Product 11,Electronics,67.03,2,136.45,0.0,272.9,138.84
1085,ORD-000417,2025-03-06,2025,1,March,Customer 020,Central,SMB,SKU-0002,Product 2,Office,93.39,5,183.46,0.0,917.3,450.35
1086,ORD-000417,2025-03-06,2025,1,March,Customer 020,Central,SMB,SKU-0018,Product 18,Furniture,98.84,8,132.51,0.0,1060.08,269.36
1087,ORD-000418,2025-01-25,2025,1,January,Customer 001,North,Enterprise,SKU-0025,Product 25,Accessories,55.38,4,86.06,0.05,327.03,105.51
1088,ORD-000419,2024-09-10,2024,3,September,Customer 048,West,SMB,SKU-0007,Product 7,Electronics,63.38,8,121.82,0.0,974.56,467.52
1089,ORD-000420,2025-06-17,2025,2,June,Customer 043,West,SMB,SKU-0016,Product 16,Electronics,105.97,7,197.69,0.0,1383.83,642.04
1090,ORD-000420,2025-06-17,2025,2,June,Customer 043,West,SMB,SKU-0030,Product 30,Electronics,13.16,6,17.33,0.15,88.38,9.42
1091,ORD-000421,2024-02-13,2024,1,February,Customer 048,West,SMB,SKU-0009,Product 9,Furniture,101.79,8,185.3,0.0,1482.4,668.08
1092,ORD-000422,2025-01-04,2025,1,January,Customer 004,Central,Enterprise,SKU-0004,Product 4,Electronics,23.19,4,42.08,0.0,168.32,75.56
1093,ORD-000422,2025-01-04,2025,1,January,Customer 004,Central,Enterprise,SKU-0001,Product 1,Office,87.88,3,174.36,0.1,470.77,207.13
1094,ORD-000423,2024-05-02,2024,2,May,Customer 026,South,SMB,SKU-0001,Product 1,Office,87.88,1,154.68,0.15,131.48,43.6
1095,ORD-000423,2024-05-02,2024,2,May,Customer 026,South,SMB,SKU-0016,Product 16,Electronics,105.97,10,139.11,0.0,1391.1,331.4
1096,ORD-000424,2024-09-11,2024,3,September,Customer 011,North,Enterprise,SKU-0003,Product 3,Accessories,17.83,10,26.84,0.15,228.14,49.84
1097,ORD-000424,2024-09-11,2024,3,September,Customer 011,North,Enterprise,SKU-0002,Product 2,Office,93.39,1,142.26,0.0,142.26,48.87
1098,ORD-000424,2024-09-11,2024,3,September,Customer 011,North,Enterprise,SKU-0023,Product 23,Accessories,86.99,9,172.33,0.0,1550.97,768.06
1099,ORD-000424,2024-09-11,2024,3,September,Customer 011,North,Enterprise,SKU-0016,Product 16,Electronics,105.97,4,157.11,0.1,565.6,141.72
1100,ORD-000425,2025-10-22,2025,4,October,Customer 049,West,Consumer,SKU-0026,Product 26,Furniture,18.92,8,36.32,0.0,290.56,139.2
1101,ORD-000425,2025-10-22,2025,4,October,Customer 049,West,Consumer,SKU-0023,Product 23,Accessories,86.99,7,132.75,0.0,929.25,320.32
1102,ORD-000425,2025-10-22,2025,4,October,Customer 049,West,Consumer,SKU-0009,Product 9,Furniture,101.79,1,168.93,0.05,160.48,58.69
1103,ORD-000426,2025-07-26,2025,3,July,Customer 019,North,Consumer,SKU-0007,Product 7,Electronics,63.38,10,85.31,0.0,853.1,219.3
1104,ORD-000426,2025-07-26,2025,3,July,Customer 019,North,Consumer,SKU-0011,Product 11,Electronics,67.03,8,96.46,0.1,694.51,158.27
1105,ORD-000426,2025-07-26,2025,3,July,Customer 019,North,Consumer,SKU-0030,Product 30,Electronics,13.16,9,17.35,0.1,140.53,22.1
1106,ORD-000426,2025-07-26,2025,3,July,Customer 019,North,Consumer,SKU-0005,Product 5,Office,114.69,8,167.5,0.0,1340.0,422.48
1107,ORD-000427,2025-07-08,2025,3,July,Customer 024,North,SMB,SKU-0001,Product 1,Office,87.88,9,136.04,0.0,1224.36,433.44
1108,ORD-000427,2025-07-08,2025,3,July,Customer 024,North,SMB,SKU-0029,Product 29,Electronics,72.67,1,130.86,0.0,130.86,58.19
1109,ORD-000427,2025-07-08,2025,3,July,Customer 024,North,SMB,SKU-0025,Product 25,Accessories,55.38,10,77.57,0.15,659.34,105.54
1110,ORD-000427,2025-07-08,2025,3,July,Customer 024,North,SMB,SKU-0003,Product 3,Accessories,17.83,9,35.84,0.0,322.56,162.09
1111,ORD-000428,2025-06-20,2025,2,June,Customer 044,South,Consumer,SKU-0025,Product 25,Accessories,55.38,9,72.65,0.0,653.85,155.43
1112,ORD-000428,2025-06-20,2025,2,June,Customer 044,South,Consumer,SKU-0011,Product 11,Electronics,67.03,7,122.19,0.0,855.33,386.12
1113,ORD-000428,2025-06-20,2025,2,June,Customer 044,South,Consumer,SKU-0004,Product 4,Electronics,23.19,9,42.71,0.0,384.39,175.68
1114,ORD-000428,2025-06-20,2025,2,June,Customer 044,South,Consumer,SKU-0027,Product 27,Electronics,12.36,3,16.53,0.0,49.59,12.51
1115,ORD-000429,2024-07-25,2024,3,July,Customer 007,Central,Consumer,SKU-0007,Product 7,Electronics,63.38,2,75.0,0.15,127.5,0.74
1116,ORD-000429,2024-07-25,2024,3,July,Customer 007,Central,Consumer,SKU-0027,Product 27,Electronics,12.36,7,22.75,0.1,143.33,56.81
1117,ORD-000429,2024-07-25,2024,3,July,Customer 007,Central,Consumer,SKU-0020,Product 20,Furniture,113.89,10,161.58,0.0,1615.8,476.9
1118,ORD-000429,2024-07-25,2024,3,July,Customer 007,Central,Consumer,SKU-0008,Product 8,Office,105.11,10,200.1,0.0,2001.0,949.9
1119,ORD-000430,2024-08-01,2024,3,August,Customer 042,Central,SMB,SKU-0030,Product 30,Electronics,13.16,2,21.6,0.15,36.72,10.4
1120,ORD-000430,2024-08-01,2024,3,August,Customer 042,Central,SMB,SKU-0002,Product 2,Office,93.39,6,162.12,0.05,924.08,363.74
1121,ORD-000430,2024-08-01,2024,3,August,Customer 042,Central,SMB,SKU-0027,Product 27,Electronics,12.36,6,24.52,0.0,147.12,72.96
1122,ORD-000430,2024-08-01,2024,3,August,Customer 042,Central,SMB,SKU-0027,Product 27,Electronics,12.36,10,17.66,0.0,176.6,53.0
1123,ORD-000431,2024-03-13,2024,1,March,Customer 020,Central,SMB,SKU-0007,Product 7,Electronics,63.38,9,79.35,0.15,607.03,36.61
1124,ORD-000432,2024-08-24,2024,3,August,Customer 035,East,Enterprise,SKU-0007,Product 7,Electronics,63.38,4,107.9,0.0,431.6,178.08
1125,ORD-000432,2024-08-24,2024,3,August,Customer 035,East,Enterprise,SKU-0019,Product 19,Accessories,19.77,3,34.33,0.1,92.69,33.38
1126,ORD-000432,2024-08-24,2024,3,August,Customer 035,East,Enterprise,SKU-0014,Product 14,Office,106.05,2,207.29,0.1,373.12,161.02
1127,ORD-000432,2024-08-24,2024,3,August,Customer 035,East,Enterprise,SKU-0012,Product 12,Accessories,73.88,8,139.46,0.05,1059.9,468.86
1128,ORD-000433,2024-04-16,2024,2,April,Customer 011,North,Enterprise,SKU-0018,Product 18,Furniture,98.84,7,166.04,0.15,987.94,296.06
1129,ORD-000433,2024-04-16,2024,2,April,Customer 011,North,Enterprise,SKU-0006,Product 6,Furniture,116.77,9,256.7,0.05,2194.78,1143.85
1130,ORD-000434,2024-12-26,2024,4,December,Customer 021,South,Consumer,SKU-0028,Product 28,Furniture,72.66,6,115.02,0.15,586.6,150.64
1131,ORD-000434,2024-12-26,2024,4,December,Customer 021,South,Consumer,SKU-0014,Product 14,Office,106.05,6,189.71,0.1,1024.43,388.13
1132,ORD-000434,2024-12-26,2024,4,December,Customer 021,South,Consumer,SKU-0018,Product 18,Furniture,98.84,4,152.59,0.1,549.32,153.96
1133,ORD-000435,2024-09-17,2024,3,September,Customer 024,North,SMB,SKU-0015,Product 15,Furniture,32.54,7,37.43,0.0,262.01,34.23
1134,ORD-000435,2024-09-17,2024,3,September,Customer 024,North,SMB,SKU-0010,Product 10,Furniture,22.58,10,26.35,0.0,263.5,37.7
1135,ORD-000435,2024-09-17,2024,3,September,Customer 024,North,SMB,SKU-0029,Product 29,Electronics,72.67,5,84.07,0.0,420.35,57.0
1136,ORD-000435,2024-09-17,2024,3,September,Customer 024,North,SMB,SKU-0007,Product 7,Electronics,63.38,6,74.33,0.15,379.08,-1.2
1137,ORD-000436,2024-10-09,2024,4,October,Customer 036,Central,Consumer,SKU-0004,Product 4,Electronics,23.19,1,37.88,0.0,37.88,14.69
1138,ORD-000436,2024-10-09,2024,4,October,Customer 036,Central,Consumer,SKU-0005,Product 5,Office,114.69,5,176.1,0.1,792.45,219.0
1139,ORD-000437,2024-09-12,2024,3,September,Customer 015,West,Enterprise,SKU-0026,Product 26,Furniture,18.92,5,23.58,0.05,112.0,17.4
1140,ORD-000437,2024-09-12,2024,3,September,Customer 015,West,Enterprise,SKU-0019,Product 19,Accessories,19.77,4,37.98,0.15,129.13,50.05
1141,ORD-000437,2024-09-12,2024,3,September,Customer 015,West,Enterprise,SKU-0011,Product 11,Electronics,67.03,8,89.25,0.15,606.9,70.66
1142,ORD-000438,2025-12-20,2025,4,December,Customer 037,South,Consumer,SKU-0020,Product 20,Furniture,113.89,5,135.44,0.1,609.48,40.03
1143,ORD-000439,2025-01-25,2025,1,January,Customer 006,North,Enterprise,SKU-0030,Product 30,Electronics,13.16,6,19.94,0.05,113.66,34.7
1144,ORD-000440,2025-03-02,2025,1,March,Customer 008,Central,Enterprise,SKU-0024,Product 24,Office,119.44,10,253.82,0.15,2157.47,963.07
1145,ORD-000440,2025-03-02,2025,1,March,Customer 008,Central,Enterprise,SKU-0025,Product 25,Accessories,55.38,7,66.83,0.1,421.03,33.37
1146,ORD-000441,2024-02-12,2024,1,February,Customer 021,South,Consumer,SKU-0011,Product 11,Electronics,67.03,9,126.19,0.0,1135.71,532.44
1147,ORD-000441,2024-02-12,2024,1,February,Customer 021,South,Consumer,SKU-0002,Product 2,Office,93.39,7,202.62,0.1,1276.51,622.78
1148,ORD-000442,2025-08-12,2025,3,August,Customer 033,East,Enterprise,SKU-0008,Product 8,Office,105.11,7,152.86,0.05,1016.52,280.75
1149,ORD-000443,2024-05-31,2024,2,May,Customer 009,Central,SMB,SKU-0003,Product 3,Accessories,17.83,8,31.2,0.0,249.6,106.96
1150,ORD-000443,2024-05-31,2024,2,May,Customer 009,Central,SMB,SKU-0018,Product 18,Furniture,98.84,7,140.91,0.05,937.05,245.17
1151,ORD-000443,2024-05-31,2024,2,May,Customer 009,Central,SMB,SKU-0017,Product 17,Accessories,14.85,7,29.14,0.0,203.98,100.03
1152,ORD-000444,2024-05-18,2024,2,May,Customer 031,West,SMB,SKU-0016,Product 16,Electronics,105.97,7,194.44,0.0,1361.08,619.29
1153,ORD-000444,2024-05-18,2024,2,May,Customer 031,West,SMB,SKU-0018,Product 18,Furniture,98.84,10,217.14,0.1,1954.26,965.86
1154,ORD-000445,2024-09-09,2024,3,September,Customer 016,East,Consumer,SKU-0009,Product 9,Furniture,101.79,7,151.62,0.1,955.21,242.68
1155,ORD-000446,2024-04-01,2024,2,April,Customer 008,Central,Enterprise,SKU-0014,Product 14,Office,106.05,6,160.74,0.0,964.44,328.14
1156,ORD-000446,2024-04-01,2024,2,April,Customer 008,Central,Enterprise,SKU-0012,Product 12,Accessories,73.88,10,135.8,0.0,1358.0,619.2
1157,ORD-000446,2024-04-01,2024,2,April,Customer 008,Central,Enterprise,SKU-0006,Product 6,Furniture,116.77,6,209.84,0.05,1196.09,495.47
1158,ORD-000446,2024-04-01,2024,2,April,Customer 008,Central,Enterprise,SKU-0020,Product 20,Furniture,113.89,3,183.65,0.0,550.95,209.28
1159,ORD-000447,2024-07-23,2024,3,July,Customer 044,South,Consumer,SKU-0005,Product 5,Office,114.69,2,145.43,0.0,290.86,61.48
1160,ORD-000447,2024-07-23,2024,3,July,Customer 044,South,Consumer,SKU-0008,Product 8,Office,105.11,10,223.16,0.0,2231.6,1180.5
1161,ORD-000447,2024-07-23,2024,3,July,Customer 044,South,Consumer,SKU-0001,Product 1,Office,87.88,6,165.08,0.0,990.48,463.2
1162,ORD-000448,2024-11-08,2024,4,November,Customer 029,South,Consumer,SKU-0001,Product 1,Office,87.88,6,120.35,0.1,649.89,122.61
1163,ORD-000448,2024-11-08,2024,4,November,Customer 029,South,Consumer,SKU-0007,Product 7,Electronics,63.38,4,109.25,0.0,437.0,183.48
1164,ORD-000448,2024-11-08,2024,4,November,Customer 029,South,Consumer,SKU-0018,Product 18,Furniture,98.84,8,178.33,0.0,1426.64,635.92
1165,ORD-000448,2024-11-08,2024,4,November,Customer 029,South,Consumer,SKU-0023,Product 23,Accessories,86.99,1,134.44,0.15,114.27,27.28
1166,ORD-000449,2025-06-23,2025,2,June,Customer 003,South,Consumer,SKU-0006,Product 6,Furniture,116.77,1,169.11,0.15,143.74,26.97
1167,ORD-000449,2025-06-23,2025,2,June,Customer 003,South,Consumer,SKU-0020,Product 20,Furniture,113.89,5,137.32,0.15,583.61,14.16
1168,ORD-000449,2025-06-23,2025,2,June,Customer 003,South,Consumer,SKU-0001,Product 1,Office,87.88,2,136.92,0.0,273.84,98.08
1169,ORD-000450,2025-11-09,2025,4,November,Customer 043,West,SMB,SKU-0028,Product 28,Furniture,72.66,2,85.01,0.15,144.52,-0.8
1170,ORD-000450,2025-11-09,2025,4,November,Customer 043,West,SMB,SKU-0013,Product 13,Office,7.24,4,15.77,0.1,56.77,27.81
1171,ORD-000450,2025-11-09,2025,4,November,Customer 043,West,SMB,SKU-0023,Product 23,Accessories,86.99,2,182.6,0.05,346.94,172.96
1172,ORD-000451,2025-09-03,2025,3,September,Customer 035,East,Enterprise,SKU-0006,Product 6,Furniture,116.77,4,195.67,0.05,743.55,276.47
1173,ORD-000452,2025-07-28,2025,3,July,Customer 046,South,Consumer,SKU-0002,Product 2,Office,93.39,4,197.84,0.0,791.36,417.8
1174,ORD-000453,2024-12-07,2024,4,December,Customer 032,Central,Enterprise,SKU-0024,Product 24,Office,119.44,3,139.66,0.15,356.13,-2.19
1175,ORD-000453,2024-12-07,2024,4,December,Customer 032,Central,Enterprise,SKU-0012,Product 12,Accessories,73.88,6,133.46,0.0,800.76,357.48
1176,ORD-000453,2024-12-07,2024,4,December,Customer 032,Central,Enterprise,SKU-0017,Product 17,Accessories,14.85,5,29.74,0.15,126.39,52.14
1177,ORD-000453,2024-12-07,2024,4,December,Customer 032,Central,Enterprise,SKU-0009,Product 9,Furniture,101.79,7,212.22,0.0,1485.54,773.01
1178,ORD-000454,2025-07-22,2025,3,July,Customer 018,Central,Enterprise,SKU-0005,Product 5,Office,114.69,6,239.94,0.15,1223.69,535.55
1179,ORD-000454,2025-07-22,2025,3,July,Customer 018,Central,Enterprise,SKU-0005,Product 5,Office,114.69,2,219.79,0.1,395.62,166.24
1180,ORD-000455,2025-11-25,2025,4,November,Customer 040,South,Consumer,SKU-0014,Product 14,Office,106.05,4,185.75,0.05,705.85,281.65
1181,ORD-000455,2025-11-25,2025,4,November,Customer 040,South,Consumer,SKU-0010,Product 10,Furniture,22.58,10,33.77,0.1,303.93,78.13
1182,ORD-000456,2024-05-14,2024,2,May,Customer 014,East,Enterprise,SKU-0019,Product 19,Accessories,19.77,9,36.94,0.0,332.46,154.53
1183,ORD-000456,2024-05-14,2024,2,May,Customer 014,East,Enterprise,SKU-0028,Product 28,Furniture,72.66,3,107.13,0.15,273.18,55.2
1184,ORD-000457,2025-06-20,2025,2,June,Customer 009,Central,SMB,SKU-0030,Product 30,Electronics,13.16,3,24.2,0.1,65.34,25.86
1185,ORD-000457,2025-06-20,2025,2,June,Customer 009,Central,SMB,SKU-0030,Product 30,Electronics,13.16,3,19.52,0.1,52.7,13.22
1186,ORD-000457,2025-06-20,2025,2,June,Customer 009,Central,SMB,SKU-0018,Product 18,Furniture,98.84,2,132.78,0.0,265.56,67.88
1187,ORD-000457,2025-06-20,2025,2,June,Customer 009,Central,SMB,SKU-0024,Product 24,Office,119.44,1,233.35,0.05,221.68,102.24
1188,ORD-000458,2025-02-25,2025,1,February,Customer 020,Central,SMB,SKU-0024,Product 24,Office,119.44,5,156.41,0.0,782.05,184.85
1189,ORD-000458,2025-02-25,2025,1,February,Customer 020,Central,SMB,SKU-0004,Product 4,Electronics,23.19,3,31.17,0.1,84.16,14.59
1190,ORD-000458,2025-02-25,2025,1,February,Customer 020,Central,SMB,SKU-0020,Product 20,Furniture,113.89,5,203.39,0.1,915.25,345.8
1191,ORD-000458,2025-02-25,2025,1,February,Customer 020,Central,SMB,SKU-0008,Product 8,Office,105.11,10,146.5,0.15,1245.25,194.15
1192,ORD-000459,2024-01-27,2024,1,January,Customer 023,East,Enterprise,SKU-0023,Product 23,Accessories,86.99,8,112.29,0.1,808.49,112.57
1193,ORD-000460,2025-04-25,2025,2,April,Customer 046,South,Consumer,SKU-0006,Product 6,Furniture,116.77,7,194.54,0.0,1361.78,544.39
1194,ORD-000460,2025-04-25,2025,2,April,Customer 046,South,Consumer,SKU-0006,Product 6,Furniture,116.77,4,162.03,0.05,615.71,148.63
1195,ORD-000460,2025-04-25,2025,2,April,Customer 046,South,Consumer,SKU-0025,Product 25,Accessories,55.38,1,117.5,0.05,111.63,56.24
1196,ORD-000461,2024-08-15,2024,3,August,Customer 048,West,SMB,SKU-0025,Product 25,Accessories,55.38,4,67.53,0.05,256.61,35.09
1197,ORD-000461,2024-08-15,2024,3,August,Customer 048,West,SMB,SKU-0028,Product 28,Furniture,72.66,10,120.94,0.0,1209.4,482.8
1198,ORD-000462,2025-04-13,2025,2,April,Customer 016,East,Consumer,SKU-0013,Product 13,Office,7.24,1,12.95,0.05,12.3,5.06
1199,ORD-000462,2025-04-13,2025,2,April,Customer 016,East,Consumer,SKU-0024,Product 24,Office,119.44,6,186.79,0.15,952.63,235.99
1200,ORD-000462,2025-04-13,2025,2,April,Customer 016,East,Consumer,SKU-0019,Product 19,Accessories,19.77,10,33.87,0.15,287.89,90.19
1201,ORD-000462,2025-04-13,2025,2,April,Customer 016,East,Consumer,SKU-0029,Product 29,Electronics,72.67,1,123.3,0.05,117.13,44.46
1202,ORD-000463,2025-04-12,2025,2,April,Customer 003,South,Consumer,SKU-0017,Product 17,Accessories,14.85,9,23.25,0.15,177.86,44.21
1203,ORD-000463,2025-04-12,2025,2,April,Customer 003,South,Consumer,SKU-0002,Product 2,Office,93.39,9,145.39,0.15,1112.23,271.72
1204,ORD-000464,2024-02-20,2024,1,February,Customer 013,South,Enterprise,SKU-0015,Product 15,Furniture,32.54,7,67.64,0.0,473.48,245.7
1205,ORD-000464,2024-02-20,2024,1,February,Customer 013,South,Enterprise,SKU-0015,Product 15,Furniture,32.54,3,51.86,0.1,140.02,42.4
1206,ORD-000464,2024-02-20,2024,1,February,Customer 013,South,Enterprise,SKU-0030,Product 30,Electronics,13.16,1,24.67,0.0,24.67,11.51
1207,ORD-000465,2025-04-19,2025,2,April,Customer 042,Central,SMB,SKU-0003,Product 3,Accessories,17.83,9,22.62,0.1,183.22,22.75
1208,ORD-000465,2025-04-19,2025,2,April,Customer 042,Central,SMB,SKU-0029,Product 29,Electronics,72.67,9,93.89,0.05,802.76,148.73
1209,ORD-000465,2025-04-19,2025,2,April,Customer 042,Central,SMB,SKU-0011,Product 11,Electronics,67.03,8,78.84,0.05,599.18,62.94
1210,ORD-000465,2025-04-19,2025,2,April,Customer 042,Central,SMB,SKU-0019,Product 19,Accessories,19.77,4,41.06,0.0,164.24,85.16
1211,ORD-000466,2024-09-13,2024,3,September,Customer 021,South,Consumer,SKU-0023,Product 23,Accessories,86.99,2,108.37,0.15,184.23,10.25
1212,ORD-000466,2024-09-13,2024,3,September,Customer 021,South,Consumer,SKU-0015,Product 15,Furniture,32.54,6,40.34,0.15,205.73,10.49
1213,ORD-000467,2025-01-28,2025,1,January,Customer 047,West,Consumer,SKU-0013,Product 13,Office,7.24,9,11.22,0.0,100.98,35.82
1214,ORD-000467,2025-01-28,2025,1,January,Customer 047,West,Consumer,SKU-0030,Product 30,Electronics,13.16,6,22.95,0.15,117.04,38.09
1215,ORD-000468,2024-06-02,2024,2,June,Customer 011,North,Enterprise,SKU-0006,Product 6,Furniture,116.77,1,185.73,0.0,185.73,68.96
1216,ORD-000468,2024-06-02,2024,2,June,Customer 011,North,Enterprise,SKU-0024,Product 24,Office,119.44,8,173.57,0.0,1388.56,433.04
1217,ORD-000469,2024-04-30,2024,2,April,Customer 009,Central,SMB,SKU-0001,Product 1,Office,87.88,10,171.69,0.0,1716.9,838.1
1218,ORD-000469,2024-04-30,2024,2,April,Customer 009,Central,SMB,SKU-0015,Product 15,Furniture,32.54,8,66.65,0.1,479.88,219.56
1219,ORD-000470,2024-01-06,2024,1,January,Customer 039,South,SMB,SKU-0008,Product 8,Office,105.11,4,185.87,0.05,706.31,285.87
1220,ORD-000470,2024-01-06,2024,1,January,Customer 039,South,SMB,SKU-0015,Product 15,Furniture,32.54,7,52.52,0.1,330.88,103.1
1221,ORD-000470,2024-01-06,2024,1,January,Customer 039,South,SMB,SKU-0020,Product 20,Furniture,113.89,1,160.24,0.1,144.22,30.33
1222,ORD-000470,2024-01-06,2024,1,January,Customer 039,South,SMB,SKU-0009,Product 9,Furniture,101.79,10,184.25,0.0,1842.5,824.6
1223,ORD-000471,2024-02-20,2024,1,February,Customer 012,West,SMB,SKU-0002,Product 2,Office,93.39,6,111.0,0.0,666.0,105.66
1224,ORD-000471,2024-02-20,2024,1,February,Customer 012,West,SMB,SKU-0022,Product 22,Furniture,115.9,10,235.27,0.0,2352.7,1193.7
1225,ORD-000472,2024-12-05,2024,4,December,Customer 006,North,Enterprise,SKU-0004,Product 4,Electronics,23.19,7,50.87,0.0,356.09,193.76
1226,ORD-000473,2025-11-19,2025,4,November,Customer 019,North,Consumer,SKU-0015,Product 15,Furniture,32.54,10,49.73,0.0,497.3,171.9
1227,ORD-000473,2025-11-19,2025,4,November,Customer 019,North,Consumer,SKU-0003,Product 3,Accessories,17.83,5,26.55,0.05,126.11,36.96
1228,ORD-000474,2024-03-10,2024,1,March,Customer 049,West,Consumer,SKU-0027,Product 27,Electronics,12.36,9,15.06,0.05,128.76,17.52
1229,ORD-000474,2024-03-10,2024,1,March,Customer 049,West,Consumer,SKU-0005,Product 5,Office,114.69,2,215.54,0.0,431.08,201.7
1230,ORD-000474,2024-03-10,2024,1,March,Customer 049,West,Consumer,SKU-0011,Product 11,Electronics,67.03,9,106.21,0.0,955.89,352.62
1231,ORD-000474,2024-03-10,2024,1,March,Customer 049,West,Consumer,SKU-0023,Product 23,Accessories,86.99,4,155.94,0.0,623.76,275.8
1232,ORD-000475,2025-08-08,2025,3,August,Customer 047,West,Consumer,SKU-0016,Product 16,Electronics,105.97,10,225.78,0.15,1919.13,859.43
1233,ORD-000476,2024-10-21,2024,4,October,Customer 028,North,Consumer,SKU-0009,Product 9,Furniture,101.79,9,178.53,0.1,1446.09,529.98
1234,ORD-000476,2024-10-21,2024,4,October,Customer 028,North,Consumer,SKU-0012,Product 12,Accessories,73.88,3,132.61,0.05,377.94,156.3
1235,ORD-000476,2024-10-21,2024,4,October,Customer 028,North,Consumer,SKU-0017,Product 17,Accessories,14.85,8,24.76,0.0,198.08,79.28
1236,ORD-000477,2025-09-16,2025,3,September,Customer 015,West,Enterprise,SKU-0007,Product 7,Electronics,63.38,1,80.75,0.05,76.71,13.33
1237,ORD-000477,2025-09-16,2025,3,September,Customer 015,West,Enterprise,SKU-0021,Product 21,Accessories,35.48,2,68.28,0.0,136.56,65.6
1238,ORD-000477,2025-09-16,2025,3,September,Customer 015,West,Enterprise,SKU-0026,Product 26,Furniture,18.92,10,41.6,0.05,395.2,206.0
1239,ORD-000478,2024-02-16,2024,1,February,Customer 022,North,Consumer,SKU-0018,Product 18,Furniture,98.84,4,114.84,0.0,459.36,64.0
1240,ORD-000478,2024-02-16,2024,1,February,Customer 022,North,Consumer,SKU-0023,Product 23,Accessories,86.99,5,123.28,0.0,616.4,181.45
1241,ORD-000478,2024-02-16,2024,1,February,Customer 022,North,Consumer,SKU-0010,Product 10,Furniture,22.58,5,37.98,0.0,189.9,77.0
1242,ORD-000479,2024-01-07,2024,1,January,Customer 008,Central,Enterprise,SKU-0011,Product 11,Electronics,67.03,7,128.07,0.1,806.84,337.63
1243,ORD-000479,2024-01-07,2024,1,January,Customer 008,Central,Enterprise,SKU-0001,Product 1,Office,87.88,3,118.96,0.0,356.88,93.24
1244,ORD-000479,2024-01-07,2024,1,January,Customer 008,Central,Enterprise,SKU-0030,Product 30,Electronics,13.16,8,27.79,0.0,222.32,117.04
1245,ORD-000480,2025-10-23,2025,4,October,Customer 009,Central,SMB,SKU-0005,Product 5,Office,114.69,8,239.32,0.1,1723.1,805.58
1246,ORD-000480,2025-10-23,2025,4,October,Customer 009,Central,SMB,SKU-0029,Product 29,Electronics,72.67,6,118.86,0.05,677.5,241.48
1247,ORD-000480,2025-10-23,2025,4,October,Customer 009,Central,SMB,SKU-0030,Product 30,Electronics,13.16,1,26.67,0.0,26.67,13.51
1248,ORD-000480,2025-10-23,2025,4,October,Customer 009,Central,SMB,SKU-0019,Product 19,Accessories,19.77,6,34.26,0.0,205.56,86.94
1249,ORD-000481,2024-08-01,2024,3,August,Customer 037,South,Consumer,SKU-0026,Product 26,Furniture,18.92,6,23.07,0.0,138.42,24.9
1250,ORD-000481,2024-08-01,2024,3,August,Customer 037,South,Consumer,SKU-0009,Product 9,Furniture,101.79,1,153.31,0.05,145.64,43.85
1251,ORD-000481,2024-08-01,2024,3,August,Customer 037,South,Consumer,SKU-0021,Product 21,Accessories,35.48,9,72.18,0.1,584.66,265.34
1252,ORD-000482,2025-09-12,2025,3,September,Customer 025,West,Consumer,SKU-0020,Product 20,Furniture,113.89,2,234.37,0.0,468.74,240.96
1253,ORD-000482,2025-09-12,2025,3,September,Customer 025,West,Consumer,SKU-0023,Product 23,Accessories,86.99,6,164.87,0.0,989.22,467.28
1254,ORD-000483,2025-02-27,2025,1,February,Customer 006,North,Enterprise,SKU-0029,Product 29,Electronics,72.67,4,111.92,0.0,447.68,157.0
1255,ORD-000483,2025-02-27,2025,1,February,Customer 006,North,Enterprise,SKU-0007,Product 7,Electronics,63.38,9,93.01,0.0,837.09,266.67
1256,ORD-000483,2025-02-27,2025,1,February,Customer 006,North,Enterprise,SKU-0012,Product 12,Accessories,73.88,1,145.3,0.0,145.3,71.42
1257,ORD-000483,2025-02-27,2025,1,February,Customer 006,North,Enterprise,SKU-0015,Product 15,Furniture,32.54,9,38.27,0.05,327.21,34.35
1258,ORD-000484,2025-05-27,2025,2,May,Customer 010,West,Consumer,SKU-0011,Product 11,Electronics,67.03,8,128.63,0.1,926.14,389.9
